,author,content,description,publishedAt,source,title,url,urlToImage,count
11,Ciara Linnane,"Medical technology company Axonics Modulation Technologies Inc. AXNX, +0.00% set terms for its planned initial public offering on Monday, saying it will offer 6.7 million shares priced at $14 to $16 each. The company is planning to list on Nasdaq under the ti… [+416 chars]","Medical technology company Axonics Modulation Technologies Inc. set terms for its planned initial public offering on Monday, saying it will offer 6.7 million shares priced at $14 to $16 each. The company is planning to list on Nasdaq under the ticker symbol ""…",2018-10-22 12:45:11,"{'id': None, 'name': 'Marketwatch.com'}","Axonics to offer 6.7 million shares in IPO, priced at $14 to $16 each",https://www.marketwatch.com/story/axonics-to-offer-67-million-shares-in-ipo-priced-at-14-to-16-each-2018-10-22,https://mw3.wsj.net/mw5/content/logos/mw_logo_social.png,1
13,Tomi Kilgore,"Netflix Inc. NFLX, -4.05% said Monday it plans to raise $2 billion through the offering of U.S. dollar- and euro-denominated bonds to qualified institutional buyers. The streaming video service said the interest rate and maturity of the bonds will be determin… [+552 chars]","Netflix Inc. said Monday it plans to raise $2 billion through the offering of U.S. dollar- and euro-denominated bonds to qualified institutional buyers. The streaming video service said the interest rate and maturity of the bonds will be determined later, aft…",2018-10-22 13:15:15,"{'id': None, 'name': 'Marketwatch.com'}",Netflix plans $2 billion bond offering,https://www.marketwatch.com/story/netflix-plans-2-billion-bond-offering-2018-10-22,https://mw3.wsj.net/mw5/content/logos/mw_logo_social.png,1
14,The Associated Press,"The latest on developments in financial markets (all times local): 9:35 a.m. Stocks are opening slightly higher on Wall Street, led by gains in technology and internet companies. Chipmaker Intel rose 1.7 percent in early trading Monday and video game maker Ac… [+488 chars]","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",2018-10-22 13:43:28,"{'id': 'abc-news', 'name': 'ABC News'}",Markets Right Now: US stocks open slightly higher,https://abcnews.go.com/Business/wireStory/markets-now-us-stocks-open-slightly-higher-58661598,https://s.abcnews.com/images/Business/WireAP_b1af135ac80f4721bfa574cbeaab389c_16x9_992.jpg,1
15,"Wayne Olson, CFA","FCEL (NASDAQ: FCEL ), Bloom Energy (NYSE: BE ), and Doosan Fuel Cell America (Doosan, privately held) won a combined total of 52 MW in the CT DEEP's recent clean energy RFP, the results of which were announced on June 13, 2018. The breakdown was 22 MW for FCE… [+12792 chars]","While the prospects of the companies in the utility-scale fuel cell market are uncertain, there have been some encouraging developments. The electricity busines",2018-10-22 14:19:32,"{'id': None, 'name': 'Seekingalpha.com'}",Hydrogen And Fuel Cells: A Top-10 List,https://seekingalpha.com/article/4213114-hydrogen-fuel-cells-topminus-10-list,https://static2.seekingalpha.com/images/marketing_images/electricity/light_bulb_turn.jpeg,2
16,Luisa Beltran,"NCR Corp said Oct. 22 that it agreed to buy JetPay for $184 million. JetPays board has approved the sale. JetPay, of Allentown, Pennsylvania, provides payments services for businesses including card acceptance, processing, payroll, payroll tax filing, human c… [+9202 chars]","NCR Corp said Oct. 22 that it agreed to buy JetPay for $184 million. JetPay’s board has approved the sale. JetPay, of Allentown, Pennsylvania, provides payments services for businesses including card acceptance, processing, payroll, payroll tax filing, human …",2018-10-22 14:42:27,"{'id': None, 'name': 'Pehub.com'}",NCR to buy JetPay for $184 mln,https://www.pehub.com/2018/10/ncr-to-buy-jetpay-for-184-mln/,,1
17,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Reuters,"By Amy Caren Daniel Oct 22 (Reuters) - U.S. stocks edged down on Monday as early support from a rally in China faded, with lower oil prices and disappointing earnings signals from firms including Halliburton and Hasbro helping pull the market lower. The energ… [+2960 chars]","By Amy Caren DanielOct 22 (Reuters) - U.S. stocks edged down on Monday as early  support from a rally in China faded, with lower oil prices and ...",2018-10-22 14:48:25,"{'id': 'daily-mail', 'name': 'Daily Mail'}","US STOCKS-Wall St drops as China support fades,...",https://www.dailymail.co.uk/wires/reuters/article-6303585/US-STOCKS-Wall-St-drops-China-support-fades-earnings-disappoint.html,https://i.dailymail.co.uk/i/pix/m_logo_636x382px.png,14
21,Rupert Hargreaves,"Towards the end of 2017 and the beginning of 2018, the world became obsessed with crypto assets. In many countries, the Bitcoin price became front-page news and investors of all experiences rushed to buy into the bubble. The price of Bitcoin and other cryptoc… [+5063 chars]","Towards the end of 2017 and the beginning of 2018, the world became obsessed with crypto assets. In many countries, the Bitcoin price became front-page news and investors of all experiences rushed to buy into the bubble. The price of […] The post Value Firm’s…",2018-10-22 16:00:36,"{'id': None, 'name': 'Valuewalk.com'}",Value Firm’s New Crypto Hedge Fund Is Using “Proprietary Machine Learning Algorithms” To Post Returns Of 340%,https://www.valuewalk.com/2018/10/prochain-proprietary-machine-learning/,https://www.valuewalk.com/wp-content/uploads/2018/08/1_BITCOIN.jpg,2
22,Star Tribune Staff,"Stocks Nasdaq gains, but other indexes slip again Banks led a broad slide in U.S. stocks Monday as an early rally faded, giving the benchmark S&amp;P 500 index its fourth straight loss. Health care and energy stocks also helped pull the market lower, outweigh… [+4305 chars]","Follow the StarTribune for the news, photos and videos from the Twin Cities and beyond.",2018-10-22 16:45:00,"{'id': None, 'name': 'Startribune.com'}","Business briefing: Nasdaq gains, but other stock indexes slip again",http://www.startribune.com/business-briefing-nasdaq-gains-but-other-stock-indexes-slip-again/498246861/,http://assets.startribune.com/static/img/branding/logos/strib-social-card.png?d=1539875390,1
25,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Reuters,"By Amy Caren Daniel Oct 22 (Reuters) - The S&amp;amp;P 500 and Dow Jones Industrial Average dropped in volatile trading on Monday as a boost from news in China and Italy faded and losses in energy and financial stocks weighed, but gains in technology stocks h… [+3020 chars]",By Amy Caren DanielOct 22 (Reuters) - The S&P 500 and Dow Jones Industrial  Average dropped in volatile trading on Monday as a boost from  news in China...,2018-10-22 17:53:25,"{'id': 'daily-mail', 'name': 'Daily Mail'}","US STOCKS-Dow, S&P slip as energy, financials weigh;...",https://www.dailymail.co.uk/wires/reuters/article-6304269/US-STOCKS-Dow-S-P-slip-energy-financials-weigh-tech-boosts-Nasdaq.html,https://i.dailymail.co.uk/i/pix/m_logo_636x382px.png,8
30,,"Cybersecurity firms may be leaving money on the table chasing big fish in the form of large enterprise deals, while smaller local government entities go unprotected. While cyberattacks target entities of all sizes in both the public and private sector, small … [+7485 chars]","#1233991: US - Securing Middle America: small towns more at risk of ransomware, phishing and more. Cybersecurity firms may be leaving money on the table chasing big fish in the form of large enterprise deals, while smaller local government entities go unprote…",2018-10-22 18:52:00,"{'id': None, 'name': 'Brica.de'}","US - Securing Middle America: small towns more at risk of ransomware, phishing and more",https://brica.de/alerts/alert/public/1233991/us-securing-middle-america-small-towns-more-at-risk-of-ransomware-phishing-and-more/,,1
36,jeremyg,"Im sure youve read many articles on the technical details of cryptocurrency, but here Ill focus on what youll need to know to work with APIs in this space. Lets start with an overview of the ecosystem. Cryptocurrency seizes the spotlight Cryptocurrency is con… [+8398 chars]","This is the beginning of ProgrammableWeb's series on Cryptocurrency and why it matters to developers. In this article we present an overview of the ecosystem including a brief overview of blockchain, Ethereum and more as well as some of the common API types y…",2018-10-22 20:55:21,"{'id': None, 'name': 'Programmableweb.com'}",Remember This Word: Blockchain,https://www.programmableweb.com/news/remember-word-blockchain/analysis/2018/10/22,https://www.programmableweb.com/sites/default/files/blockchain-technology.png,1
37,The Associated Press,"Stocks gave up an early rally Monday, giving the benchmark S&amp;P 500 index its fourth straight loss. Banks led the broad slide, which also included declines by health care and energy companies. The losses outweighed gains by technology and consumer-focused … [+544 chars]","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",2018-10-22 20:57:38,"{'id': 'abc-news', 'name': 'ABC News'}",How major US stock indexes fared Monday,https://abcnews.go.com/Business/wireStory/major-us-stock-indexes-fared-monday-58671390,,1
38,The Associated Press,"___ As Trump rails, US allies take lead in changing trade rules GENEVA (AP) While the Trump administration and China fight over trade, Canada and the European Union are quietly trying to update the rulebook of commerce that has barely budged since the start o… [+4815 chars]","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",2018-10-22 21:54:34,"{'id': 'abc-news', 'name': 'ABC News'}",Business Highlights,https://abcnews.go.com/Business/wireStory/business-highlights-58673271,,2
39,The Associated Press,"___ As Trump rails, US allies take lead in changing trade rules GENEVA (AP) While the Trump administration and China fight over trade, Canada and the European Union are quietly trying to update the rulebook of commerce that has barely budged since the start o… [+4815 chars]","Business Insider Business Highlights News & Observer He tells reporters that ""we're doing it now for middle-income people. This is not for business. This is for middle."" Trump said over the weekend he hoped to move forward with the plan ""sometime around"" or b…",2018-10-22 22:05:40,"{'id': None, 'name': 'Newsobserver.com'}",Business Highlights - News & Observer,https://www.newsobserver.com/news/business/article220460220.html,https://www.newsobserver.com/wps/source/images/newsobserver/facebook.jpg,1
40,,"Banks led a broad slide in US stocks Monday as an early rally faded, giving the benchmark S&amp;P 500 index its fourth straight loss. Health care and energy stocks also helped pull the market lower, outweighing gains by technology and consumer-focused stocks.… [+4835 chars]","Banks led a broad slide in US stocks Monday as an early rally faded, giving the benchmark S&P 500 index its fourth straight loss.",2018-10-22 22:08:43,"{'id': None, 'name': 'Bostonglobe.com'}","Banks lead US stock slide, extending market’s losing streak",https://www.bostonglobe.com/business/2018/10/22/banks-lead-stock-slide-extending-market-losing-streak/JoaubrWNybZ3WW86zSWWdI/story.html,//c.o0bg.com/rw/SysConfig/WebPortal/BostonGlobe/Framework/images/logo-bg.jpg,1
41,Carmin Chappell,"Recent volatility could be a sign that the markets are about to turn higher, according to Jonathan Golub, chief U.S. equity strategist at Credit Suisse. div &gt; div.group &gt; p:first-child""&gt; Golub, in a note to clients Monday, blamed the recent sell-off … [+1409 chars]","Jonathan Golub of Credit Suisse expects the market to pop back despite the recent spike in volatility. Economic data is ""not slowing towards a recession,"" he says.",2018-10-22 22:50:00,"{'id': 'cnbc', 'name': 'CNBC'}","Market volatility is a sign of good things to come, says top strategist",https://www.cnbc.com/2018/10/22/market-volatility-is-a-sign-of-good-things-ahead-says-top-strategist.html,https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2018/10/18/105516135-1539894270325gettyimages-1052189700.1910x1000.jpeg,1
42,Kwan-Chen Ma,"After the positive Q2 earnings announcement (ER), shares of Nvidia ( NVDA ) have gained more than 20% due to a favorable ER beat and a series of new product launches. Rivaled with AMD's (NASDAQ: AMD ) forthcoming 7nm, Nvidia announced to roll out the first Tu… [+5558 chars]","Nvidia’s stock prices have been known to react to forward-looking financial metrics, such as revenue, EPS, gross margin, and free cash flow estimates. Reflectin",2018-10-23 00:18:29,"{'id': None, 'name': 'Seekingalpha.com'}",Where Should Nvidia Go From Here?,https://seekingalpha.com/article/4213265-nvidia-go,https://static.seekingalpha.com/uploads/2018/10/21/47444632-15401790347506535.jpg,1
45,"Qualcomm Technologies, Inc.","STOCKHOLM, Oct. 22, 2018 /PRNewswire/ -- Qualcomm Technologies, Inc., a subsidiary of Qualcomm Incorporated (NASDAQ: QCOM ), and Ericsson announced the successful completion of a 3GPP Rel-15 spec compliant 5G NR over-the-air (OTA) call over sub-6 GHz bands on… [+2184 chars]","STOCKHOLM, Oct. 22, 2018 /PRNewswire/ -- Qualcomm Technologies, Inc., a subsidiary of Qualcomm Incorporated (NASDAQ: QCOM), and Ericsson announced the successful completion of a 3GPP Rel-15 spec compliant 5G NR over-the-air (OTA) call over sub-6 GHz bands on …",2018-10-23 01:00:00,"{'id': None, 'name': 'Prnewswire.comqualcomm-and-ericsson-successfully-make-first-3gpp-compliant-5g-nr-sub-6-ghz-ota-call-with-a-mobile-form-factor-device-300735515'}",Qualcomm and Ericsson Successfully Make First 3GPP-compliant 5G NR Sub-6 GHz OTA Call with a Mobile Form Factor Device,https://www.prnewswire.comqualcomm-and-ericsson-successfully-make-first-3gpp-compliant-5g-nr-sub-6-ghz-ota-call-with-a-mobile-form-factor-device-300735515,/content/dam/prnewswire/common/prn_facebook_sharing_logo.jpg,12
48,,The market started off the week on a negative note with the Nifty 50 losing all its opening gains in the morning trade and closing sharply lower amid volatility despite strong global cues on October 22. Monday's intraday price action is clearly favouring the … [+8763 chars],A list of important headlines from across news agencies that could help in your trade today.,2018-10-23 02:06:47,"{'id': None, 'name': 'Moneycontrol.com'}",What changed for the market while you were sleeping? Top 12 things to know,https://www.moneycontrol.com/news/business/markets/what-changed-for-the-market-while-you-were-sleeping-top-12-things-to-know-20-3073421.html,https://static-news.moneycontrol.com/static-mcnews/2017/05/BSE_Sensex_Markets_Stock_market_Dalal_street1-770x433.jpg,1
49,Dr Iqbal Survé,Independent Media chairperson Dr Iqbal Survé says Sagarmatha's aborted listing on the JSE has damaged the South African investor environment irreparably. Photo: Tracey Adams/African News Agency (ANA) CAPE TOWN In the week that President Ramaphosa is to host t… [+10822 chars],"MSP companies have higher values with increased losses, a model not commonly understood by SA investors… writes Dr Iqbal Survé.",2018-10-23 04:00:00,"{'id': None, 'name': 'Iol.co.za'}",Sagarmatha or virtual colonisation: It is time to set the record straight,https://www.iol.co.za/business-report/opinion/sagarmatha-or-virtual-colonisation-it-is-time-to-set-the-record-straight-17593117,https://image.iol.co.za/image/1/process/620x349?source=https://inm-baobab-prod-eu-west-1.s3.amazonaws.com/public/inm/media/image/104107753.JPG&operation=CROP&offset=0x179&resize=1632x918,1
50,ARRIS International plc,"SUWANEE, Ga., Oct. 23, 2018 /PRNewswire/ -- ARRIS International plc (NASDAQ: ARRS) today announced two high-profile customer wins Foxtel ( Australia ) and SK Broadband (Korea) showcasing continued international momentum for its expanded portfolio. The deals i… [+2373 chars]","SUWANEE, Ga., Oct. 23, 2018 /PRNewswire/ -- ARRIS International plc (NASDAQ: ARRS) today announced two high-profile customer wins – Foxtel (Australia) and SK Broadband (Korea)– showcasing continued international momentum for its expanded portfolio. The deals …",2018-10-23 04:25:00,"{'id': None, 'name': 'Prnewswire.comarris-extends-growth-with-customer-wins-in-apac-300735808'}",ARRIS Extends Growth with Customer Wins in APAC,https://www.prnewswire.comarris-extends-growth-with-customer-wins-in-apac-300735808,/content/dam/prnewswire/common/prn_facebook_sharing_logo.jpg,1
51,By EYTAN HALON,"X Dear Reader, As you can imagine, more people are reading The Jerusalem Post than ever before. Nevertheless, traditional business models are no longer sustainable and high-quality publications, like ours, are being forced to look for new ways to keep going. … [+3752 chars]",Start-up targeting recruitment industry initially focusing on $2 billion engineering market in the United States.,2018-10-23 07:00:09,"{'id': 'the-jerusalem-post', 'name': 'The Jerusalem Post'}",Israeli-American start-up hoping to revolutionize recruitment raises $3.5m,https://www.jpost.com/Jpost-Tech/Israeli-American-start-up-hoping-to-revolutionize-recruitment-raises-35m-570057,"https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/430832",2
52,David Hodari,"Stocks sold off around the world Tuesday, with technology shares plunging amid resurgent fears about the health of Chinas economy and a slew of geopolitical concerns. Futures trading pointed to 1.3% falls for the S&amp;P 500 and the Dow Jones Industrial Avera… [+4488 chars]",Stocks sold off worldwide with technology shares plunging amid resurgent fears about the health of China’s economy and a slew of geopolitical concerns.,2018-10-23 11:34:53,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}","Global Stocks Drop on Political Tensions, China Worries",https://www.wsj.com/articles/global-stocks-drop-on-political-tensions-worries-over-chinese-growth-1540281268,https://images.wsj.net/im-32201/social,1
57,"ALEX VEIGA, Associated Press","U.S. stocks slumped broadly in early trading Tuesday, sending the Dow Jones Industrial Average down more than 500 points and extending the market's recent string of losses. The latest wave of selling came as investors grew increasingly unsettled by the prospe… [+3193 chars]","Follow the StarTribune for the news, photos and videos from the Twin Cities and beyond.",2018-10-23 14:20:19,"{'id': None, 'name': 'Startribune.com'}",US stocks tumble in early trade after global markets slide,http://www.startribune.com/us-stocks-tumble-in-early-trade-after-global-markets-slide/498312591/,http://assets.startribune.com/static/img/branding/logos/strib-social-card.png?d=1539875390,1
59,Philip van Doorn,"Trading in the U.S. stock market started on a sour note Tuesday, following disappointing earnings reports from two venerable industrial companies and a sell-off in Chinese markets. The Dow Jones Industrial Average DJIA, -1.63% was down as much as 1.8% in earl… [+4891 chars]",The Dow Jones Industrial Average was down as much as 1.8%.,2018-10-23 14:46:51,"{'id': None, 'name': 'Marketwatch.com'}",Deep Dive: Here are Tuesday’s biggest stock-market losers,https://www.marketwatch.com/story/here-are-tuesdays-biggest-stock-market-losers-2018-10-23,http://s.marketwatch.com/public/resources/MWimages/MW-GS236_CATP_2_ZG_20181023102645.jpg,1
60,Jieming See,"Figure 1. TSMC reported third quarter earnings (Source: TSMC ) In my last article on Seeking Alpha, I highlighted how Taiwan Semiconductor Manufacturing Company (NYSE: TSM ) has been winning orders across the mobile and computer sectors with its 7 nm game cha… [+12221 chars]","TSMC reported third quarter earnings last Thursday. While revenue grew from a year ago, margins and net income were slightly lower. Lower margins are due to a p",2018-10-23 15:51:59,"{'id': None, 'name': 'Seekingalpha.com'}",Taiwan Semiconductor: Q3 Earnings And Nodes Strategy,https://seekingalpha.com/article/4213451-taiwan-semiconductor-q3-earnings-nodes-strategy,https://static.seekingalpha.com/uploads/2018/10/5181431_15402136307797_rId6.png,2
61,Teresa Rivas,"Tuesday Tumble. Stocks are falling across the board Tuesday, hurt by a combination of downbeat earnings and concerns about global growth and Chinas economy. In todays Intraday Update, we Stocks are stuck firmly in the red Tuesday, following international mark… [+3986 chars]",Disappointing numbers from Caterpillar and 3M removed a layer of comfort for investors as the trade war got real.,2018-10-23 16:48:43,"{'id': None, 'name': 'Barrons.com'}",The Dow Is Tumbling Because Earnings Used to Be Our Safety Net,https://www.barrons.com/articles/the-dow-is-tumbling-because-earnings-used-to-be-our-safety-net-1540311976,https://asset.barrons.com/public/resources/images/ON-CR085_Mkt_In_G_20180914124020.jpg,1
68,,"Finance Minister Tito Mboweni is well known by domestic and global investors, having served as South African Reserve Bank governor for 10 years between 1999 and 2009. He has the right credentials for the job of Finance Minister, says Overberg Asset Management… [+10433 chars]","Finance Minister Tito Mboweni, set to deliver his first Medium Term Budget Policy Statement, is unlikely to deviate from the budget projections made in February, says Overberg Asset Management.",2018-10-23 17:44:52,"{'id': None, 'name': 'Fin24.com'}",Fin24.com | OAM report: Mboweni's priority will be fiscal prudence,https://www.fin24.com/Budget/oam-report-mbowenis-priority-will-be-fiscal-prudence-20181023,http://cdn.24.co.za/files/Cms/General/d/8031/14f73d0e97bd4218a8374397e125d36f.png,1
69,Nick Evans,"MoviePass' Parent Company Is Distancing Itself From The Service Unless you count information technology and big data among your interests, there's a good chance that before MoviePass launched its $10 a month unlimited moviegoing service, you'd never heard of … [+3195 chars]","Helios and Matheson Analytics has seen its fortunes rise and fall thanks to the moviegoing subscription service, and now it is cutting MoviePass loose.",2018-10-23 18:03:49,"{'id': None, 'name': 'Cinemablend.com'}",MoviePass' Parent Company Is Distancing Itself From The Service,https://www.cinemablend.com/news/2459969/moviepass-parent-company-is-distancing-itself-from-the-service,https://img.cinemablend.com/quill/2/b/e/2/0/f/2be20f5ab118887bdb8a754211f49fc7e641dc4b.jpg,1
73,Paul Ausick,"October 23, 2018: Here are four stocks trading with heavy volume among 728 equities making new 52-week lows Tuesday. On the NYSE decliners lead advancers by about 2.18 to 1, and on the Nasdaq, decliners led advancers by about 1.9 to 1. Micron Technology Inc. … [+1269 chars]","Caterpillar, Micron, Banco Santander, and Citigroup all posted new 52-week lows Tuesday.",2018-10-23 20:04:18,"{'id': None, 'name': '247wallst.com'}","Caterpillar, Micron Plummet into Tuesday’s 52-Week Low Club",http://247wallst.com/investing/2018/10/23/caterpillar-micron-plummet-into-tuesdays-52-week-low-club/,https://s2.wp.com/wp-content/themes/vip/247wallst/images/247-50x50.png,21
79,,"DALLAS, Oct. 23, 2018 /PRNewswire/ -- Texas Instruments Incorporated (TI) (NASDAQ: TXN) today reported third-quarter revenue of $4.26 billion, net income of $1.57 billion and earnings per share of $1.58. Regarding the company's performance and returns to shar… [+15379 chars]","This release also includes references to an annual operating tax rate, a non-GAAP term we use to describe the estimated annual effective tax rate, a GAAP measure that by definition does not include discrete tax items. We believe the term annual operating tax …",2018-10-23 21:28:00,"{'id': None, 'name': 'Tmcnet.com'}",TI reports 3Q18 financial results and shareholder returns,https://www.tmcnet.com/usubmit/2018/10/23/8839343.htm,,1
